order_id,user_id,restaurant_id,partner_id,order_date,amount,payment_method,delivery_time_min,order_status
419,390,80,3,6/18/2023 10:00,266,UPI,43,Delivered
420,108,72,55,6/18/2023 11:00,1029,Debit Card,58,Delivered
421,251,97,12,6/18/2023 12:00,264,Debit Card,40,Delivered
422,445,12,40,6/18/2023 13:00,963,UPI,28,Delivered
423,404,53,66,6/18/2023 14:00,793,Debit Card,21,Delivered
424,370,75,78,6/18/2023 15:00,485,Debit Card,23,Delivered
425,334,5,16,6/18/2023 16:00,1071,UPI,27,Delivered
426,130,27,34,6/18/2023 17:00,296,Cash,51,Delivered
427,457,12,44,6/18/2023 18:00,271,Debit Card,33,Delivered
428,293,17,6,6/18/2023 19:00,230,UPI,32,Delivered
429,20,6,77,6/18/2023 20:00,834,UPI,40,Delivered
430,282,97,64,6/18/2023 21:00,811,UPI,43,Delivered
431,285,5,22,6/18/2023 22:00,524,UPI,37,Delivered
432,1,57,18,6/18/2023 23:00,212,Debit Card,59,Delivered
433,119,28,12,6/19/2023 0:00,653,UPI,45,Returned
434,35,78,52,6/19/2023 1:00,817,Debit Card,51,Delivered
435,198,69,51,6/19/2023 2:00,598,Debit Card,52,Delivered
436,485,59,71,6/19/2023 3:00,1017,Credit Card,50,Delivered
437,245,33,48,6/19/2023 4:00,1495,Credit Card,37,Delivered
438,59,62,19,6/19/2023 5:00,829,UPI,54,Delivered
439,325,50,6,6/19/2023 6:00,1339,UPI,31,Delivered
440,161,19,27,6/19/2023 7:00,610,Credit Card,44,Delivered
441,497,86,53,6/19/2023 8:00,608,UPI,50,Delivered
442,179,69,48,6/19/2023 9:00,1362,UPI,29,Delivered
443,206,66,7,6/19/2023 10:00,613,Debit Card,53,Delivered
444,12,94,59,6/19/2023 11:00,1061,Credit Card,22,Delivered
445,490,47,69,6/19/2023 12:00,528,UPI,58,Delivered
446,276,39,11,6/19/2023 13:00,1175,Credit Card,27,Delivered
447,181,68,15,6/19/2023 14:00,513,Debit Card,51,Delivered
448,242,33,64,6/19/2023 15:00,221,UPI,48,Delivered
449,216,13,3,6/19/2023 16:00,787,UPI,41,Returned
450,251,84,69,6/19/2023 17:00,1343,Cash,39,Delivered
451,299,54,23,6/19/2023 18:00,1378,UPI,25,Delivered
452,126,7,53,6/19/2023 19:00,486,UPI,48,Delivered
453,482,79,37,6/19/2023 20:00,344,UPI,36,Delivered
454,217,87,9,6/19/2023 21:00,1161,Debit Card,50,Delivered
455,306,14,15,6/19/2023 22:00,802,UPI,53,Delivered
456,285,87,3,6/19/2023 23:00,1448,UPI,57,Cancelled
457,185,19,70,6/20/2023 0:00,156,UPI,56,Delivered
458,39,54,17,6/20/2023 1:00,1054,Cash,23,Delivered
459,223,93,26,6/20/2023 2:00,1128,UPI,21,Delivered
460,184,20,21,6/20/2023 3:00,715,Credit Card,31,Delivered
461,495,29,72,6/20/2023 4:00,765,Cash,54,Delivered
462,427,24,21,6/20/2023 5:00,722,UPI,25,Delivered
463,178,82,11,6/20/2023 6:00,748,Cash,27,Delivered
464,407,63,38,6/20/2023 7:00,919,Cash,40,Delivered
465,428,74,72,6/20/2023 8:00,1351,Debit Card,54,Delivered
466,294,57,35,6/20/2023 9:00,391,UPI,34,Delivered
467,340,8,14,6/20/2023 10:00,1376,Credit Card,26,Delivered
468,151,90,14,6/20/2023 11:00,1253,Debit Card,34,Delivered
469,384,62,10,6/20/2023 12:00,915,Cash,25,Cancelled
470,126,29,12,6/20/2023 13:00,533,UPI,36,Delivered
471,301,74,38,6/20/2023 14:00,540,Debit Card,23,Cancelled
472,308,17,34,6/20/2023 15:00,1045,UPI,41,Delivered
473,336,66,41,6/20/2023 16:00,837,UPI,51,Delivered
474,434,6,10,6/20/2023 17:00,1299,UPI,41,Delivered
475,234,58,17,6/20/2023 18:00,196,Debit Card,46,Cancelled
476,380,69,17,6/20/2023 19:00,768,UPI,34,Delivered
477,375,28,67,6/20/2023 20:00,613,Credit Card,41,Delivered
478,8,62,62,6/20/2023 21:00,272,Cash,47,Delivered
479,498,41,1,6/20/2023 22:00,283,UPI,57,Cancelled
480,341,69,12,6/20/2023 23:00,990,Credit Card,28,Cancelled
481,129,82,4,6/21/2023 0:00,998,UPI,53,Returned
482,264,90,42,6/21/2023 1:00,756,UPI,55,Returned
483,157,84,13,6/21/2023 2:00,172,Credit Card,28,Delivered
484,352,41,4,6/21/2023 3:00,715,Cash,34,Delivered
485,358,49,69,6/21/2023 4:00,915,Credit Card,39,Delivered
486,5,91,19,6/21/2023 5:00,1114,Debit Card,27,Delivered
487,495,49,2,6/21/2023 6:00,384,UPI,47,Delivered
488,86,76,12,6/21/2023 7:00,1145,UPI,38,Cancelled
489,175,71,74,6/21/2023 8:00,1232,Credit Card,35,Delivered
490,290,3,6,6/21/2023 9:00,1337,UPI,30,Delivered
491,193,10,8,6/21/2023 10:00,975,UPI,27,Cancelled
492,311,98,51,6/21/2023 11:00,365,Credit Card,52,Delivered
493,119,89,11,6/21/2023 12:00,1356,UPI,29,Delivered
494,218,35,63,6/21/2023 13:00,806,UPI,37,Delivered
495,427,80,57,6/21/2023 14:00,1084,Credit Card,54,Delivered
496,458,2,12,6/21/2023 15:00,1263,Credit Card,22,Delivered
497,414,24,73,6/21/2023 16:00,460,Cash,59,Delivered
498,114,74,2,6/21/2023 17:00,706,Credit Card,46,Delivered
499,466,38,8,6/21/2023 18:00,1121,UPI,47,Returned
500,145,22,11,6/21/2023 19:00,406,Cash,25,Delivered
501,26,26,53,6/21/2023 20:00,682,Debit Card,33,Delivered
502,136,43,10,6/21/2023 21:00,201,UPI,26,Returned
503,303,55,8,6/21/2023 22:00,1344,UPI,29,Delivered
504,232,39,36,6/21/2023 23:00,1240,Credit Card,34,Delivered
505,369,91,76,6/22/2023 0:00,449,Credit Card,50,Delivered
506,76,29,14,6/22/2023 1:00,821,Debit Card,48,Delivered
507,475,20,54,6/22/2023 2:00,927,Debit Card,36,Delivered
508,328,91,21,6/22/2023 3:00,981,Credit Card,48,Delivered
509,345,41,50,6/22/2023 4:00,381,Cash,34,Delivered
510,302,54,39,6/22/2023 5:00,1124,Credit Card,45,Delivered
511,452,20,20,6/22/2023 6:00,1241,UPI,31,Delivered
512,289,19,7,6/22/2023 7:00,177,Debit Card,44,Delivered
513,1,84,9,6/22/2023 8:00,1224,UPI,24,Delivered
514,147,99,1,6/22/2023 9:00,1433,Debit Card,23,Cancelled
515,287,66,26,6/22/2023 10:00,740,Cash,50,Delivered
516,464,30,38,6/22/2023 11:00,934,Credit Card,22,Delivered
517,142,53,38,6/22/2023 12:00,769,Credit Card,22,Delivered
518,53,34,61,6/22/2023 13:00,735,UPI,45,Delivered
519,304,22,44,6/22/2023 14:00,1151,UPI,36,Delivered
520,69,67,44,6/22/2023 15:00,333,UPI,29,Delivered
521,361,6,74,6/22/2023 16:00,1196,Credit Card,21,Delivered
522,90,79,62,6/22/2023 17:00,278,Debit Card,43,Delivered
523,446,27,6,6/22/2023 18:00,440,Credit Card,30,Delivered
524,220,10,17,6/22/2023 19:00,650,UPI,43,Delivered
525,450,73,51,6/22/2023 20:00,335,UPI,54,Delivered
526,498,97,38,6/22/2023 21:00,628,Debit Card,42,Delivered
527,192,96,24,6/22/2023 22:00,641,UPI,51,Delivered
528,454,48,51,6/22/2023 23:00,662,Credit Card,42,Delivered
529,63,70,10,6/23/2023 0:00,1240,Debit Card,53,Delivered
530,73,59,72,6/23/2023 1:00,616,Credit Card,38,Delivered
531,161,100,21,6/23/2023 2:00,434,UPI,21,Delivered
532,169,59,70,6/23/2023 3:00,750,Debit Card,21,Delivered
533,89,2,57,6/23/2023 4:00,1273,UPI,34,Delivered
534,176,29,39,6/23/2023 5:00,338,Cash,40,Delivered
535,269,68,33,6/23/2023 6:00,1138,UPI,54,Delivered
536,73,65,59,6/23/2023 7:00,1039,UPI,24,Delivered
537,245,83,18,6/23/2023 8:00,537,Debit Card,46,Delivered
538,77,26,56,6/23/2023 9:00,390,UPI,43,Returned
539,159,89,57,6/23/2023 10:00,566,Debit Card,26,Cancelled
540,489,10,76,6/23/2023 11:00,325,Debit Card,25,Delivered
541,459,53,48,6/23/2023 12:00,536,Debit Card,52,Cancelled
542,324,79,42,6/23/2023 13:00,1002,Cash,36,Delivered
543,98,59,27,6/23/2023 14:00,1406,UPI,49,Delivered
544,381,22,74,6/23/2023 15:00,812,Debit Card,27,Delivered
545,102,51,52,6/23/2023 16:00,601,UPI,59,Delivered
546,494,48,42,6/23/2023 17:00,426,UPI,26,Cancelled
547,132,21,32,6/23/2023 18:00,1402,Debit Card,25,Delivered
548,102,22,26,6/23/2023 19:00,1344,UPI,23,Returned
549,19,100,25,6/23/2023 20:00,362,Credit Card,20,Delivered
550,454,98,75,6/23/2023 21:00,1455,Credit Card,34,Delivered
551,482,30,23,6/23/2023 22:00,190,Credit Card,50,Delivered
552,82,25,57,6/23/2023 23:00,1295,Cash,44,Delivered
553,397,28,52,6/24/2023 0:00,1400,UPI,52,Delivered
554,489,65,31,6/24/2023 1:00,443,Credit Card,54,Delivered
555,279,45,64,6/24/2023 2:00,749,Debit Card,24,Cancelled
556,339,68,71,6/24/2023 3:00,1440,UPI,24,Delivered
557,365,7,33,6/24/2023 4:00,690,UPI,55,Delivered
558,331,49,2,6/24/2023 5:00,600,Credit Card,36,Delivered
559,129,9,18,6/24/2023 6:00,1234,UPI,33,Returned
560,344,36,47,6/24/2023 7:00,1320,UPI,48,Delivered
561,310,83,33,6/24/2023 8:00,939,Debit Card,27,Delivered
562,455,1,35,6/24/2023 9:00,483,Credit Card,53,Delivered
563,89,10,51,6/24/2023 10:00,1040,Cash,59,Delivered
564,213,36,18,6/24/2023 11:00,1315,Debit Card,20,Delivered
565,143,73,72,6/24/2023 12:00,193,Credit Card,48,Delivered
566,65,46,30,6/24/2023 13:00,293,UPI,55,Cancelled
567,76,32,44,6/24/2023 14:00,482,UPI,56,Cancelled
568,199,32,53,6/24/2023 15:00,1147,UPI,48,Delivered
569,143,6,10,6/24/2023 16:00,204,Cash,24,Returned
570,405,48,52,6/24/2023 17:00,1480,UPI,51,Delivered
571,403,38,49,6/24/2023 18:00,1019,UPI,43,Delivered
572,316,17,11,6/24/2023 19:00,946,Credit Card,38,Delivered
573,93,74,66,6/24/2023 20:00,474,UPI,31,Delivered
574,473,27,58,6/24/2023 21:00,229,UPI,20,Delivered
575,417,54,36,6/24/2023 22:00,1204,Credit Card,26,Delivered
576,305,50,33,6/24/2023 23:00,1134,UPI,36,Delivered
577,224,35,47,6/25/2023 0:00,1285,UPI,53,Delivered
578,497,85,13,6/25/2023 1:00,707,UPI,26,Delivered
579,291,25,40,6/25/2023 2:00,1014,Debit Card,36,Delivered
580,428,28,68,6/25/2023 3:00,866,Credit Card,22,Delivered
581,102,15,42,6/25/2023 4:00,621,UPI,48,Delivered
582,474,4,19,6/25/2023 5:00,223,Credit Card,41,Cancelled
583,267,93,19,6/25/2023 6:00,738,UPI,57,Delivered
584,355,73,58,6/25/2023 7:00,713,Cash,48,Delivered
585,456,27,23,6/25/2023 8:00,616,UPI,24,Delivered
586,110,26,54,6/25/2023 9:00,748,Credit Card,49,Delivered
587,462,19,80,6/25/2023 10:00,1141,Debit Card,42,Returned
588,330,92,65,6/25/2023 11:00,886,Debit Card,40,Delivered
589,450,17,12,6/25/2023 12:00,1143,UPI,45,Delivered
590,430,43,24,6/25/2023 13:00,397,UPI,40,Cancelled
591,265,41,34,6/25/2023 14:00,1293,Debit Card,39,Delivered
592,3,42,53,6/25/2023 15:00,216,UPI,42,Delivered
593,85,50,8,6/25/2023 16:00,722,Debit Card,23,Delivered
594,282,84,18,6/25/2023 17:00,852,Debit Card,40,Delivered
595,328,40,57,6/25/2023 18:00,619,Debit Card,40,Delivered
596,304,39,5,6/25/2023 19:00,642,UPI,20,Delivered
597,450,23,26,6/25/2023 20:00,812,Debit Card,34,Delivered
598,454,96,30,6/25/2023 21:00,435,Credit Card,36,Delivered
599,412,52,54,6/25/2023 22:00,461,Debit Card,33,Delivered
600,117,47,13,6/25/2023 23:00,458,UPI,38,Delivered
601,221,63,29,6/26/2023 0:00,924,UPI,53,Delivered
602,154,97,3,6/26/2023 1:00,1270,UPI,25,Delivered
603,153,69,58,6/26/2023 2:00,1114,UPI,25,Delivered
604,12,43,76,6/26/2023 3:00,1286,Credit Card,24,Delivered
605,133,48,2,6/26/2023 4:00,605,Cash,26,Delivered
606,482,34,75,6/26/2023 5:00,281,UPI,52,Delivered
607,304,40,28,6/26/2023 6:00,1079,Debit Card,32,Delivered
608,293,75,77,6/26/2023 7:00,1114,UPI,20,Delivered
609,463,61,76,6/26/2023 8:00,1078,UPI,32,Delivered
610,300,50,2,6/26/2023 9:00,270,UPI,46,Delivered
611,228,67,7,6/26/2023 10:00,1370,UPI,26,Delivered
612,271,62,26,6/26/2023 11:00,783,Cash,22,Cancelled
613,43,58,76,6/26/2023 12:00,1046,UPI,44,Delivered
614,432,33,16,6/26/2023 13:00,921,Credit Card,52,Delivered
615,343,75,23,6/26/2023 14:00,1212,UPI,59,Delivered
616,326,16,40,6/26/2023 15:00,715,Cash,36,Cancelled
617,302,82,60,6/26/2023 16:00,661,UPI,33,Delivered
618,498,94,73,6/26/2023 17:00,1334,UPI,56,Delivered
619,364,48,32,6/26/2023 18:00,438,UPI,42,Cancelled
620,379,10,15,6/26/2023 19:00,349,UPI,43,Delivered
621,427,82,13,6/26/2023 20:00,677,UPI,48,Delivered
622,493,38,5,6/26/2023 21:00,1066,Debit Card,57,Delivered
623,21,19,75,6/26/2023 22:00,1421,Credit Card,46,Delivered
624,407,36,74,6/26/2023 23:00,1391,Credit Card,57,Delivered
625,107,59,52,6/27/2023 0:00,1260,Credit Card,59,Cancelled
626,336,63,77,6/27/2023 1:00,1255,UPI,42,Delivered
627,303,77,41,6/27/2023 2:00,1235,UPI,50,Delivered
628,117,46,53,6/27/2023 3:00,948,Cash,55,Delivered
629,124,3,50,6/27/2023 4:00,1215,Debit Card,36,Delivered
630,399,74,15,6/27/2023 5:00,161,Debit Card,56,Delivered
631,281,65,7,6/27/2023 6:00,982,Debit Card,22,Delivered
632,292,91,40,6/27/2023 7:00,990,UPI,55,Delivered
633,203,8,28,6/27/2023 8:00,792,UPI,24,Delivered
634,51,51,32,6/27/2023 9:00,1288,UPI,34,Delivered
635,271,81,15,6/27/2023 10:00,1391,UPI,25,Delivered
636,324,73,70,6/27/2023 11:00,255,UPI,29,Delivered
637,277,6,65,6/27/2023 12:00,840,UPI,51,Delivered
638,141,89,4,6/27/2023 13:00,677,Credit Card,42,Delivered
639,470,39,11,6/27/2023 14:00,995,Debit Card,36,Cancelled
640,275,60,26,6/27/2023 15:00,1042,Debit Card,39,Delivered
641,290,28,61,6/27/2023 16:00,536,Cash,34,Delivered
642,334,97,37,6/27/2023 17:00,1399,UPI,41,Delivered
643,381,54,23,6/27/2023 18:00,630,UPI,25,Cancelled
644,452,37,40,6/27/2023 19:00,557,Credit Card,23,Delivered
645,496,9,77,6/27/2023 20:00,1047,UPI,42,Delivered
646,373,82,23,6/27/2023 21:00,860,UPI,38,Delivered
647,52,56,16,6/27/2023 22:00,788,UPI,50,Delivered
648,494,59,61,6/27/2023 23:00,1194,UPI,22,Cancelled
649,27,85,68,6/28/2023 0:00,964,Credit Card,47,Delivered
650,157,2,80,6/28/2023 1:00,1067,UPI,22,Delivered
651,239,61,31,6/28/2023 2:00,352,Credit Card,33,Delivered
652,156,58,53,6/28/2023 3:00,566,Credit Card,37,Delivered
653,291,60,25,6/28/2023 4:00,565,UPI,46,Cancelled
654,136,40,44,6/28/2023 5:00,234,UPI,29,Delivered
655,144,36,12,6/28/2023 6:00,316,UPI,34,Delivered
656,106,37,9,6/28/2023 7:00,533,UPI,38,Delivered
657,420,79,12,6/28/2023 8:00,617,Debit Card,28,Delivered
658,158,92,69,6/28/2023 9:00,1245,Debit Card,23,Delivered
659,146,18,54,6/28/2023 10:00,959,Credit Card,34,Delivered
660,2,98,54,6/28/2023 11:00,1146,UPI,27,Delivered
661,433,63,28,6/28/2023 12:00,622,Credit Card,20,Delivered
662,77,22,56,6/28/2023 13:00,1142,Credit Card,26,Delivered
663,132,11,69,6/28/2023 14:00,1431,UPI,50,Cancelled
664,90,58,77,6/28/2023 15:00,424,Credit Card,37,Delivered
665,345,57,58,6/28/2023 16:00,1193,UPI,31,Delivered
666,350,77,78,6/28/2023 17:00,639,Credit Card,49,Delivered
667,459,4,75,6/28/2023 18:00,475,Debit Card,52,Delivered
668,263,86,42,6/28/2023 19:00,678,UPI,26,Delivered
669,351,7,38,6/28/2023 20:00,1041,Debit Card,47,Delivered
670,108,61,68,6/28/2023 21:00,238,UPI,22,Delivered
671,74,54,53,6/28/2023 22:00,635,UPI,25,Cancelled
672,39,88,33,6/28/2023 23:00,857,Cash,50,Delivered
673,397,68,71,6/29/2023 0:00,499,Cash,57,Delivered
674,159,92,56,6/29/2023 1:00,1257,UPI,34,Delivered
675,71,79,72,6/29/2023 2:00,536,UPI,26,Delivered
676,447,1,51,6/29/2023 3:00,236,UPI,49,Delivered
677,312,55,74,6/29/2023 4:00,456,UPI,46,Delivered
678,241,3,43,6/29/2023 5:00,1327,Debit Card,36,Delivered
679,426,78,15,6/29/2023 6:00,589,Cash,37,Delivered
680,445,38,38,6/29/2023 7:00,889,Credit Card,41,Delivered
681,298,1,15,6/29/2023 8:00,413,UPI,45,Delivered
682,440,38,5,6/29/2023 9:00,1126,Credit Card,46,Delivered
683,36,85,54,6/29/2023 10:00,884,UPI,59,Cancelled
684,84,29,51,6/29/2023 11:00,570,Cash,43,Delivered
685,452,5,10,6/29/2023 12:00,642,Debit Card,27,Delivered
686,374,74,12,6/29/2023 13:00,782,Credit Card,40,Delivered
687,263,92,4,6/29/2023 14:00,1142,UPI,48,Cancelled
688,310,21,18,6/29/2023 15:00,560,UPI,40,Delivered
689,385,71,80,6/29/2023 16:00,322,UPI,22,Delivered
690,172,67,36,6/29/2023 17:00,153,Debit Card,50,Returned
691,376,47,25,6/29/2023 18:00,1003,UPI,46,Delivered
692,173,84,76,6/29/2023 19:00,1135,UPI,46,Delivered
693,362,83,36,6/29/2023 20:00,1283,UPI,28,Delivered
694,47,35,67,6/29/2023 21:00,1210,Debit Card,52,Delivered
695,379,68,9,6/29/2023 22:00,732,UPI,52,Delivered
696,141,69,61,6/29/2023 23:00,1204,Debit Card,45,Delivered
697,375,1,53,6/30/2023 0:00,530,Debit Card,47,Delivered
698,406,68,18,6/30/2023 1:00,1441,Cash,50,Delivered
699,118,12,43,6/30/2023 2:00,1184,UPI,20,Cancelled
700,277,60,35,6/30/2023 3:00,493,UPI,39,Delivered
701,214,27,63,6/30/2023 4:00,315,UPI,31,Delivered
702,220,56,78,6/30/2023 5:00,849,UPI,36,Delivered
703,393,23,4,6/30/2023 6:00,491,UPI,34,Delivered
704,26,25,41,6/30/2023 7:00,1192,Credit Card,53,Delivered
705,9,21,45,6/30/2023 8:00,1129,UPI,35,Delivered
706,271,61,50,6/30/2023 9:00,1357,Debit Card,23,Delivered
707,10,63,79,6/30/2023 10:00,694,UPI,27,Delivered
708,472,52,28,6/30/2023 11:00,1183,Credit Card,53,Delivered
709,378,88,42,6/30/2023 12:00,341,Debit Card,44,Delivered
710,121,25,80,6/30/2023 13:00,469,Debit Card,34,Delivered
711,125,55,76,6/30/2023 14:00,729,Debit Card,47,Returned
712,170,46,69,6/30/2023 15:00,624,Debit Card,28,Delivered
713,72,32,1,6/30/2023 16:00,786,Cash,21,Delivered
714,152,55,39,6/30/2023 17:00,576,UPI,36,Delivered
715,208,96,17,6/30/2023 18:00,1232,Credit Card,29,Cancelled
716,49,5,35,6/30/2023 19:00,246,UPI,28,Delivered
717,154,36,46,6/30/2023 20:00,645,UPI,50,Delivered
718,347,49,42,6/30/2023 21:00,810,UPI,21,Delivered
719,293,58,39,6/30/2023 22:00,1451,UPI,43,Delivered
720,68,39,49,6/30/2023 23:00,1438,UPI,38,Delivered
721,50,80,62,7/1/2023 0:00,158,UPI,36,Delivered
722,152,97,38,7/1/2023 1:00,606,UPI,29,Delivered
723,19,85,23,7/1/2023 2:00,422,Cash,47,Delivered
724,100,61,22,7/1/2023 3:00,1089,UPI,57,Delivered
725,60,9,4,7/1/2023 4:00,1181,Debit Card,47,Cancelled
726,167,6,49,7/1/2023 5:00,357,UPI,20,Delivered
727,202,35,59,7/1/2023 6:00,1296,Cash,22,Delivered
728,345,39,73,7/1/2023 7:00,1206,Debit Card,34,Delivered
729,146,22,68,7/1/2023 8:00,353,Credit Card,29,Delivered
730,403,41,71,7/1/2023 9:00,667,Credit Card,40,Delivered
731,164,5,2,7/1/2023 10:00,666,UPI,56,Delivered
732,458,42,49,7/1/2023 11:00,592,Cash,34,Delivered
733,481,87,31,7/1/2023 12:00,838,Debit Card,42,Delivered
734,439,81,40,7/1/2023 13:00,999,Debit Card,33,Delivered
735,242,76,48,7/1/2023 14:00,982,Credit Card,34,Delivered
736,69,87,51,7/1/2023 15:00,488,UPI,29,Delivered
737,175,80,43,7/1/2023 16:00,1309,Debit Card,28,Returned
738,49,67,55,7/1/2023 17:00,536,UPI,58,Delivered
739,483,30,49,7/1/2023 18:00,1198,Credit Card,24,Delivered
740,108,57,80,7/1/2023 19:00,655,UPI,44,Delivered
741,226,86,57,7/1/2023 20:00,1498,Cash,45,Delivered
742,161,73,77,7/1/2023 21:00,829,UPI,27,Delivered
743,119,29,15,7/1/2023 22:00,839,UPI,41,Delivered
744,149,37,27,7/1/2023 23:00,1034,Credit Card,44,Delivered
745,465,87,68,7/2/2023 0:00,1268,Debit Card,31,Cancelled
746,150,13,80,7/2/2023 1:00,772,Credit Card,28,Delivered
747,432,32,64,7/2/2023 2:00,1319,UPI,29,Delivered
748,293,46,30,7/2/2023 3:00,1042,UPI,29,Delivered
749,143,23,36,7/2/2023 4:00,1102,Debit Card,28,Delivered
750,419,45,67,7/2/2023 5:00,1404,Cash,45,Delivered
751,476,17,49,7/2/2023 6:00,933,Debit Card,54,Delivered
752,455,85,76,7/2/2023 7:00,644,UPI,46,Delivered
753,160,66,55,7/2/2023 8:00,1211,Cash,50,Delivered
754,11,6,56,7/2/2023 9:00,896,UPI,38,Delivered
755,138,18,68,7/2/2023 10:00,586,Credit Card,57,Delivered
756,457,94,44,7/2/2023 11:00,494,UPI,25,Delivered
757,78,22,31,7/2/2023 12:00,1333,UPI,34,Delivered
758,77,33,58,7/2/2023 13:00,699,Debit Card,48,Cancelled
759,441,30,53,7/2/2023 14:00,969,Credit Card,24,Returned
760,254,81,79,7/2/2023 15:00,690,UPI,33,Delivered
761,409,32,23,7/2/2023 16:00,293,UPI,21,Delivered
762,258,42,28,7/2/2023 17:00,737,UPI,42,Cancelled
763,320,78,16,7/2/2023 18:00,806,Credit Card,38,Delivered
764,291,10,37,7/2/2023 19:00,494,UPI,43,Delivered
765,263,36,21,7/2/2023 20:00,1442,UPI,39,Delivered
766,85,34,79,7/2/2023 21:00,845,Credit Card,46,Delivered
767,146,73,17,7/2/2023 22:00,417,Credit Card,43,Delivered
768,323,28,37,7/2/2023 23:00,318,Debit Card,36,Delivered
769,42,11,77,7/3/2023 0:00,182,Credit Card,44,Delivered
770,374,78,19,7/3/2023 1:00,526,Debit Card,50,Delivered
771,125,39,30,7/3/2023 2:00,1387,Cash,47,Cancelled
772,167,47,45,7/3/2023 3:00,542,Debit Card,47,Delivered
773,425,19,18,7/3/2023 4:00,638,Credit Card,41,Delivered
774,241,15,78,7/3/2023 5:00,871,UPI,24,Delivered
775,459,28,62,7/3/2023 6:00,1095,Cash,27,Delivered
776,487,24,36,7/3/2023 7:00,1202,UPI,57,Delivered
777,280,72,52,7/3/2023 8:00,188,UPI,47,Delivered
778,188,9,19,7/3/2023 9:00,1346,UPI,31,Delivered
779,302,47,44,7/3/2023 10:00,1190,UPI,44,Delivered
780,19,33,7,7/3/2023 11:00,1229,Cash,57,Returned
781,68,62,44,7/3/2023 12:00,375,Credit Card,34,Delivered
782,218,97,68,7/3/2023 13:00,216,Credit Card,53,Delivered
783,102,19,34,7/3/2023 14:00,1370,Credit Card,32,Delivered
784,42,67,66,7/3/2023 15:00,984,UPI,27,Delivered
785,288,74,69,7/3/2023 16:00,1196,UPI,32,Delivered
786,167,40,55,7/3/2023 17:00,1148,Credit Card,55,Delivered
787,109,47,10,7/3/2023 18:00,386,Debit Card,25,Delivered
788,494,65,42,7/3/2023 19:00,1106,UPI,57,Delivered
789,36,29,41,7/3/2023 20:00,1068,Debit Card,51,Delivered
790,232,50,77,7/3/2023 21:00,1311,UPI,40,Delivered
791,229,98,69,7/3/2023 22:00,622,UPI,26,Cancelled
792,353,13,10,7/3/2023 23:00,702,UPI,45,Delivered
793,164,1,10,7/4/2023 0:00,844,UPI,34,Delivered
794,387,34,60,7/4/2023 1:00,1402,Debit Card,42,Cancelled
795,73,93,51,7/4/2023 2:00,466,Debit Card,57,Delivered
796,136,48,21,7/4/2023 3:00,747,UPI,34,Delivered
797,353,77,8,7/4/2023 4:00,917,Credit Card,59,Delivered
798,379,48,65,7/4/2023 5:00,1035,Debit Card,35,Delivered
799,70,49,78,7/4/2023 6:00,710,UPI,51,Delivered
800,425,64,30,7/4/2023 7:00,1374,UPI,56,Delivered
801,487,61,49,7/4/2023 8:00,407,Cash,37,Delivered
802,196,29,9,7/4/2023 9:00,1351,Credit Card,39,Delivered
803,269,39,17,7/4/2023 10:00,906,Cash,21,Delivered
804,49,88,69,7/4/2023 11:00,272,UPI,42,Delivered
805,316,26,58,7/4/2023 12:00,491,Debit Card,49,Delivered
806,130,17,57,7/4/2023 13:00,1344,UPI,22,Delivered
807,444,71,62,7/4/2023 14:00,1232,UPI,58,Delivered
808,5,13,52,7/4/2023 15:00,409,Credit Card,20,Delivered
809,428,69,61,7/4/2023 16:00,244,UPI,41,Delivered
810,27,26,40,7/4/2023 17:00,1298,UPI,48,Delivered
811,160,49,38,7/4/2023 18:00,190,UPI,33,Delivered
812,149,67,43,7/4/2023 19:00,403,UPI,47,Delivered
813,264,7,63,7/4/2023 20:00,156,Debit Card,40,Delivered
814,230,58,19,7/4/2023 21:00,877,UPI,51,Delivered
815,200,49,50,7/4/2023 22:00,218,UPI,25,Cancelled
816,50,53,33,7/4/2023 23:00,1254,UPI,20,Cancelled
817,67,65,13,7/5/2023 0:00,691,UPI,40,Cancelled
818,300,62,78,7/5/2023 1:00,1435,Credit Card,23,Cancelled
819,381,17,62,7/5/2023 2:00,238,UPI,22,Delivered
820,58,43,43,7/5/2023 3:00,1381,Debit Card,49,Delivered
821,259,25,49,7/5/2023 4:00,362,UPI,50,Delivered
822,342,3,36,7/5/2023 5:00,983,UPI,53,Delivered
823,326,79,10,7/5/2023 6:00,415,Debit Card,38,Delivered
824,130,29,6,7/5/2023 7:00,1061,Debit Card,39,Delivered
825,215,32,57,7/5/2023 8:00,442,UPI,42,Delivered
826,172,26,1,7/5/2023 9:00,1380,Debit Card,59,Delivered
827,258,16,71,7/5/2023 10:00,482,UPI,44,Delivered
828,102,25,58,7/5/2023 11:00,1250,Debit Card,34,Delivered
829,209,54,21,7/5/2023 12:00,1461,Credit Card,57,Cancelled
830,291,28,80,7/5/2023 13:00,1154,Credit Card,42,Delivered
831,354,73,56,7/5/2023 14:00,196,Cash,21,Cancelled
832,471,56,20,7/5/2023 15:00,771,UPI,34,Delivered
833,286,65,54,7/5/2023 16:00,1373,Credit Card,54,Delivered
834,116,93,25,7/5/2023 17:00,576,UPI,29,Delivered
835,264,86,28,7/5/2023 18:00,359,UPI,33,Delivered
836,150,80,5,7/5/2023 19:00,1037,UPI,46,Delivered
837,300,41,21,7/5/2023 20:00,303,UPI,33,Delivered
